Id,UserName,UserURL,Version,Score,Title,Text,URL
gp:AOqpTOE2sgfhopJC3kn6Bl4MLTVvD23Um0L1-uzKxKubSySDll_mUJXc1_4gPXf3IeLdCTuBn83NZELP6-nrnw8,Alex Brin,https://play-lh.googleusercontent.com/a-/AOh14GhVkLG6NxN4xFshPjMLXFZtnvrwMrH9ysa_lxqG_g,,3,,I love this game but im very upset that im not able to create old worlds anymore. ☹,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOE2sgfhopJC3kn6Bl4MLTVvD23Um0L1-uzKxKubSySDll_mUJXc1_4gPXf3IeLdCTuBn83NZELP6-nrnw8
gp:AOqpTOHE1adZ-kC-7WcgxskY2isNsDBJsYyQy18hCM4VKQiMAa6thkg9hb0eKiVwS4rZtkGMipvy286_U5qE0YM,Kimberly Lindsay,https://play-lh.googleusercontent.com/a/AATXAJwpqB83mkuNd2yzpLyfHRvoZdxZxbjB7OYUzk2B=mo,1.18.2.03,5,,Fuke you! 🤬,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOHE1adZ-kC-7WcgxskY2isNsDBJsYyQy18hCM4VKQiMAa6thkg9hb0eKiVwS4rZtkGMipvy286_U5qE0YM
gp:AOqpTOHNBnMxMtaxzfLmTqpNcuS36qsbWEY4zSd-9_r6Gzbm_gwmoLrAsl8fzq-xJnvhLxs7gWW6DU57zIbiUSA,Miriam Vazquez,https://play-lh.googleusercontent.com/a/AATXAJzsIcbpjOj2QyfrBNW7wJ2-s_C7EBz_pW-vRYEH=mo,1.17.10.04,5,,Minecraft is a very fun game and for me it is recommended. Minecraft is a game where you can freely explore and I've been playing for 3 years and so far it has been fun.I highly recommend that you should buy this game.,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOHNBnMxMtaxzfLmTqpNcuS36qsbWEY4zSd-9_r6Gzbm_gwmoLrAsl8fzq-xJnvhLxs7gWW6DU57zIbiUSA
gp:AOqpTOFqqOO_KhMVid68if-3oQbPThpO80Zr7py9n0VKduABrrng1OPdg2OI04Bkl_eEonTiLgPJTI6iCFjkU_U,Jason Lopez,https://play-lh.googleusercontent.com/a-/AOh14GjRoA5lwshWY8xfeoNbYtZa3K8Miv86SYwdnkNZjg,,4,,Okay so now when I try to download the free music it doesn't download. The it self is ok. But I it's just the downloads and the characters. I will update this when I check again,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOFqqOO_KhMVid68if-3oQbPThpO80Zr7py9n0VKduABrrng1OPdg2OI04Bkl_eEonTiLgPJTI6iCFjkU_U
gp:AOqpTOGDYvc7cFIBNK8hhfl8pBs61OAIczovYm29AJLIZ9Pl3K5UAP11gbyRR0M_ddyXdgJdLDgjSgB9JMGnhWA,Micah Good,https://play-lh.googleusercontent.com/a/AATXAJyJLXItVp_y7m2yoPjfhUzMwEMe_gqOW9Yt0zX2=mo,,5,,"Minecraft is one of the only games I play, and don't get me wrong, it is a great game, but minecraft won't update automatically.",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOGDYvc7cFIBNK8hhfl8pBs61OAIczovYm29AJLIZ9Pl3K5UAP11gbyRR0M_ddyXdgJdLDgjSgB9JMGnhWA
gp:AOqpTOHCpxPPiQzwC3NeChYdD3xASu-XStxS3WeyEUMafiqPRwxoiYkjOUtPfhvip1CiR1sYjz1CVFIr9oCZ7aE,Rorygamer77,https://play-lh.googleusercontent.com/a-/AOh14Gi41OY9a9L1P7JhIQcDLWLEvvnUhcLAXs4Gbz3V8Q,1.18.0.02,5,,Before this update it was the BEST! But now this caves and cliffs update part 2 is here it's terrible because I lost more than 1000 of my world. I hope mojang fix this soon,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOHCpxPPiQzwC3NeChYdD3xASu-XStxS3WeyEUMafiqPRwxoiYkjOUtPfhvip1CiR1sYjz1CVFIr9oCZ7aE
gp:AOqpTOGOYkOBnG2JEfh1zxIFRqFoTV8YKVBvDCtH3cfq6tZ3DKgJMUdFwB9UpDiU7t-3Ji1KmQqudVS7MC0lKuA,ꕥ A u r e l i x a ꕥ,https://play-lh.googleusercontent.com/a-/AOh14GiIQN_zLlrPnv7T1QY8KAwoT2pnz6fPRyfvtN4i,,2,,trying to play with my friends and it said outdated client help?? hello like we have the same version,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOGOYkOBnG2JEfh1zxIFRqFoTV8YKVBvDCtH3cfq6tZ3DKgJMUdFwB9UpDiU7t-3Ji1KmQqudVS7MC0lKuA
gp:AOqpTOFyhseCpI2yEr3IL-zrECbnI_R1BB5R3OKIssCD6kNfvvaWckizPKEgbKYrqHuWH1BKmSvD1rqPtjpMU1Q,Satish Deshpande,https://play-lh.googleusercontent.com/a-/AOh14Gii0aW10ZdPdGg1IL3j4LkWg32FqXUgaphvxHnaAA,,5,,THIS GAME DESERVES 5-STAR,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOFyhseCpI2yEr3IL-zrECbnI_R1BB5R3OKIssCD6kNfvvaWckizPKEgbKYrqHuWH1BKmSvD1rqPtjpMU1Q
gp:AOqpTOGz95L1MK1wjC5_JmHnP5BDFfC7QDTN0HNU3Coa23JM8r9iz_r7gn-5Z6YoxwSWRd_oFvrQXmPraRAO5Xk,Jc S,https://play-lh.googleusercontent.com/a/AATXAJzI4IdVMWBxYC1LKTYv3JmWryvevdviyvSoA8GT=mo,1.18.2.03,5,,Epic!!!!!,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOGz95L1MK1wjC5_JmHnP5BDFfC7QDTN0HNU3Coa23JM8r9iz_r7gn-5Z6YoxwSWRd_oFvrQXmPraRAO5Xk
gp:AOqpTOEbNsEdtErOomRToZwUZi6CCYVW6XgYdFJ3HlvGKsx24kkDEBLtegBTx8b0DCTdBDhz5dcF4ftUjO2eYi8,ADAMs GGG,https://play-lh.googleusercontent.com/a/AATXAJz9vmAnyjSzDrFpJIGM-AS9RUhG-v-27W-fS6hf=mo,1.18.2.03,5,,I love this game,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOEbNsEdtErOomRToZwUZi6CCYVW6XgYdFJ3HlvGKsx24kkDEBLtegBTx8b0DCTdBDhz5dcF4ftUjO2eYi8
gp:AOqpTOGE0LMwMR3M1Fl3tvZbZDG5Lg7PppFbWW0xAy9L1TFFrOrhritmt8e3aHn-GejUmN9Fi34sGat-WCxkWvc,Areli Catalan,https://play-lh.googleusercontent.com/a-/AOh14GinNrRWH6aG4Q8KxdaWVjCvZk4cRrPPTOLr8VRArA,1.18.0.02,5,,Its really fun its a multiplayer game you can play with friends you can do everything,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOGE0LMwMR3M1Fl3tvZbZDG5Lg7PppFbWW0xAy9L1TFFrOrhritmt8e3aHn-GejUmN9Fi34sGat-WCxkWvc
gp:AOqpTOG_-UFt9rLq2xMzMeio4feoj1O2D8AcJBEPnB_HpDuQL74F9seji4F9cuhFFvRsUNt4h0ItuH0NGuxlWy8,Maria Dura,https://play-lh.googleusercontent.com/a-/AOh14GjBVIUA4S2Y8NUebXJYLI8QjcFMuLK59hN0x4nFTA,1.18.2.03,1,,"Can't sign in. Turned of game, reinstalled it, restarted tablet. Nothing works. Keep getting""pufferfish error""",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOG_-UFt9rLq2xMzMeio4feoj1O2D8AcJBEPnB_HpDuQL74F9seji4F9cuhFFvRsUNt4h0ItuH0NGuxlWy8
gp:AOqpTOEGkghU3LtXmV6SqTL2k8YmRqTBqElsdx4p8ZrzQdyNq9yRvdTyyhhG3QXbybYJ2fh_T5yCWBjGJNCQXYY,Sherman Boldwarrior,https://play-lh.googleusercontent.com/a/AATXAJxdbD8nyd-LeLG7SmSTsOfk8LGWtZbJIoYEMEQw=mo,1.18.2.03,3,,Good game (:,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOEGkghU3LtXmV6SqTL2k8YmRqTBqElsdx4p8ZrzQdyNq9yRvdTyyhhG3QXbybYJ2fh_T5yCWBjGJNCQXYY
gp:AOqpTOH9maUm5o-NCcK_zsqwysaBh32Y4hRU9tAALEeXrhkLWbP8nsqCObpxS8a6GQJgbl6PJIwkJle_lLaMExo,Abdel Darwish,https://play-lh.googleusercontent.com/a/AATXAJwMB-_5UxpyUW2sMVgeF5yCBMXSYf6e8KicMp2Y=mo,1.18.2.03,5,,You guys still are not puting the version what waste of money,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOH9maUm5o-NCcK_zsqwysaBh32Y4hRU9tAALEeXrhkLWbP8nsqCObpxS8a6GQJgbl6PJIwkJle_lLaMExo
gp:AOqpTOEE_XRxZJuuML8F86Ge4uYh1SVSHVEbV0DgizSmZVTCJu24S-3J0WYm9jpzB14nnPUK4j_R9ayKAtbayX4,Akshat,https://play-lh.googleusercontent.com/a-/AOh14GhA5z8TRuqPMPHVBX9hitceiveDj26P5vDMBTzF,1.18.2.03,5,,Good game so many things to do but we need warden because I have fully enchanted Netherite armour and tools and I had killed ender dragon almost 38 times and wither 25 times and I have so many resources also so please add warden Or a good Compoteter,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOEE_XRxZJuuML8F86Ge4uYh1SVSHVEbV0DgizSmZVTCJu24S-3J0WYm9jpzB14nnPUK4j_R9ayKAtbayX4
gp:AOqpTOG9UXYYsfniDmMlR1hrZSLksVZgYwo3qQH_aPCVUP_FNUQmxVOwNuTJm9playRQM3BBv1ZrSnXEbf8MJsg,Abigail Mohebbi,https://play-lh.googleusercontent.com/a/AATXAJx4YmtMFCrX1By0LKG1Z_fg6IXpaceRYIO2Vy2r=mo,1.18.2.03,5,,Its so good,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOG9UXYYsfniDmMlR1hrZSLksVZgYwo3qQH_aPCVUP_FNUQmxVOwNuTJm9playRQM3BBv1ZrSnXEbf8MJsg
gp:AOqpTOEJSjZ720z7ouNwA22NZpwSr0fVb7wt8bYsvT2wLKYdwt6SOl971rv9Zb5orTMrQaUdPL7jFhE-LZ9Un7I,Mister Ultra,https://play-lh.googleusercontent.com/a-/AOh14Gi0MkRBWx4Cq_6NjF1FxuVSPHiKqgz7IVs3vuKeOg,1.18.2.03,5,,Best game ever,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOEJSjZ720z7ouNwA22NZpwSr0fVb7wt8bYsvT2wLKYdwt6SOl971rv9Zb5orTMrQaUdPL7jFhE-LZ9Un7I
gp:AOqpTOETEYEBMl11bZmPD5CxWDqjDO28NCd-N8WeFpLt007_thEBr3vPTk31pGFD_b2OSbgVLPcqUjuLpooUocI,Mark Treston,https://play-lh.googleusercontent.com/a-/AOh14Ggqyu-hjxx7lHsF4fYdd21kaRmgsY5a_k696WSiPw,1.18.2.03,1,,I bought the game but can not even play it,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOETEYEBMl11bZmPD5CxWDqjDO28NCd-N8WeFpLt007_thEBr3vPTk31pGFD_b2OSbgVLPcqUjuLpooUocI
gp:AOqpTOEzpj1ay8STTStrC2AKtKvULKcT1Yps-nAU2P0q1qC6xDqpenJwnCdtzFjOtwKIl0BFuF3Gk5NeH2qX_sQ,Jamsheer Alikp,https://play-lh.googleusercontent.com/a-/AOh14Ggkq9YGAfZXEKvapFVeZmh6b066eXldCamf2bO0,1.18.2.03,1,,"After 1.18 storage charge login data +settings get cleaned by system cleaner Please make that data file important (secured) so it won't get deleted. I reported this on your discord but they said its your sysclean problem But mc can't keep their importance data safe from a cleaning app , while other apps have no issues with it ,it's indeed mcpe bug",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOEzpj1ay8STTStrC2AKtKvULKcT1Yps-nAU2P0q1qC6xDqpenJwnCdtzFjOtwKIl0BFuF3Gk5NeH2qX_sQ
gp:AOqpTOEU82f34rkhcHxXPIEbBfh0P4pm_bwujZUsXurL5WuzflNOGsrZZwZiGodi0JoV0rqZh6hJyRDnefkwgqs,Harry Meade-cookk,https://play-lh.googleusercontent.com/a-/AOh14GjVMvSyxB6ym9vKSCWevxU4gKRQ7jkUR1T4pPV7,,5,,Have always loved playing this game and it's just amazing,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOEU82f34rkhcHxXPIEbBfh0P4pm_bwujZUsXurL5WuzflNOGsrZZwZiGodi0JoV0rqZh6hJyRDnefkwgqs
gp:AOqpTOG0wgaWqH6KDoTJ45WIrmUOlD8-QFlIG5kT0mT-nXYN_fmP6Oy9_Ir3KdvDZyKfcm1xCN_KaqrDejYV1SU,Kea Wicaks,https://play-lh.googleusercontent.com/a-/AOh14GgG8GfszHPEFv7bR-E-eFSsJo-W2C6O3eH0fg4B,,4,,When i break a banner it won drop! Please fix it!,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOG0wgaWqH6KDoTJ45WIrmUOlD8-QFlIG5kT0mT-nXYN_fmP6Oy9_Ir3KdvDZyKfcm1xCN_KaqrDejYV1SU
gp:AOqpTOEHI5kamfxa6UQxW9y_TYnbxh7hkrc4MsoO0pjVk44b7R1Adhf-GH_A_a4Dd0NO6Lf1-nQMNC9cruvFeig,Art of Timothy Free Nguyen,https://play-lh.googleusercontent.com/a-/AOh14Gjn8laxJwp-3Si7mykQDa31UUwuFekW6-rLiW6QMw,1.18.2.03,5,,GOOD LUCK AND MACY FOR THE FUTURE,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOEHI5kamfxa6UQxW9y_TYnbxh7hkrc4MsoO0pjVk44b7R1Adhf-GH_A_a4Dd0NO6Lf1-nQMNC9cruvFeig
gp:AOqpTOGJoImUmD3e6bO6Kb108x4H6_sV6gN3r0soWptSxtKXMTQzxOhI1BrkZBdDqjapweCagh8rRizpRAjlyFQ,rajbir malik,https://play-lh.googleusercontent.com/a/AATXAJwkWrf_i6Km3Pauq7berEtuCJGcbdoH--y0lxCG=mo,1.18.2.03,5,,A exepancive games,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOGJoImUmD3e6bO6Kb108x4H6_sV6gN3r0soWptSxtKXMTQzxOhI1BrkZBdDqjapweCagh8rRizpRAjlyFQ
gp:AOqpTOGo7J0fvlwY56N9hQiXnpQzRwb3V_8u018KeG40aGX7SmFTk4v47oN9qOzWTBS5r-7FDhxbdbouggftba0,Evolve,https://play-lh.googleusercontent.com/a-/AOh14GjpMy16j99t-Z08s52KbVpNZZaohRxIJssSJ3Hg,1.18.2.03,5,,Op,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOGo7J0fvlwY56N9hQiXnpQzRwb3V_8u018KeG40aGX7SmFTk4v47oN9qOzWTBS5r-7FDhxbdbouggftba0
gp:AOqpTOHDB2xbxKr5vHdH_sKtAWZQK8jM8WQFYwzKCgW5eI9w_gnIf70Crs6OZExdnTRGfvHvHwUkVp7Ur04S36k,Jonathan Cabrera,https://play-lh.googleusercontent.com/a/AATXAJwOVVCJPKxeNzeaVhn1XB5rXTSuAHKjEBbKsQ-Z=mo,1.18.2.03,5,,"Its minecraft, what do you expect?",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOHDB2xbxKr5vHdH_sKtAWZQK8jM8WQFYwzKCgW5eI9w_gnIf70Crs6OZExdnTRGfvHvHwUkVp7Ur04S36k
gp:AOqpTOHrrG_ZjPUzmTfWbhoqyoyHzr0Np4fy7K7LnY_aVWSa9JkSRKqHBNKoSsU8GhgWMDmuBCEfke4laaW1xdM,Son Goku,https://play-lh.googleusercontent.com/a-/AOh14GiMcsJuqQvLfd2yKzwBI26BL628Os-kREYju8WsXw,1.18.2.03,3,,A little buggy because for mobile players we can't hear music discs from jukeboxes so can you please fix it.,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOHrrG_ZjPUzmTfWbhoqyoyHzr0Np4fy7K7LnY_aVWSa9JkSRKqHBNKoSsU8GhgWMDmuBCEfke4laaW1xdM
gp:AOqpTOFXTfWd0W2HvNRc7hIL5-40uif13L9PwLrx25hfIyTWWJDh2JkPRBuXWLLidF7M2FcMnePPvADPIR6lPHc,Samantha Reichert,https://play-lh.googleusercontent.com/a-/AOh14Gj_yTbR0-hExtpGrbHTT-7vx242EtN4qiL_OOAE6rY,,4,,I love this game but it is confusing because it won't let me update but it might work on yours it is really fun even if you can't update it,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOFXTfWd0W2HvNRc7hIL5-40uif13L9PwLrx25hfIyTWWJDh2JkPRBuXWLLidF7M2FcMnePPvADPIR6lPHc
gp:AOqpTOEzXXs3Y8Bs-fFdpG7fPdN7PA0bprimN58UMPAMo0tpbzMdfl-saj-O5H0_12kdrZgEG5iQmYC9_r7KveU,Andriy Reznik,https://play-lh.googleusercontent.com/a-/AOh14Gh8loygHptSssyg3QqjlaKlnj-6w10QdRL_4suAVA,1.18.2.03,5,,Cool,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOEzXXs3Y8Bs-fFdpG7fPdN7PA0bprimN58UMPAMo0tpbzMdfl-saj-O5H0_12kdrZgEG5iQmYC9_r7KveU
gp:AOqpTOFgsTEw9pQ_yQCKRmJDNP-X3ji3snXdvUjZQzXWHDBHwzpvMH-6vo-Wk00Mb07HsoHIdux3wWGJZLM52l4,Adalia Jno Baptiste,https://play-lh.googleusercontent.com/a-/AOh14GgRCr4q4E33e55R8GsONzQS5rClPA22nP9eG22Z,1.18.2.03,5,,The best game ever,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOFgsTEw9pQ_yQCKRmJDNP-X3ji3snXdvUjZQzXWHDBHwzpvMH-6vo-Wk00Mb07HsoHIdux3wWGJZLM52l4
gp:AOqpTOH_QCNZTaWDBWHVfwu1lZNys18TYEgVqlxLE2fmS6ibgS67c6FnH1dA4ak7cq9mN76Pi7fNNeFHk3B0AvI,Shelia Ratledge,https://play-lh.googleusercontent.com/a-/AOh14GiBvCRsGdb92EOQYCLSFC96uF4PKe3kVF45BydQ2A,1.18.2.03,1,,Make it Where All Mobs can Get Babies By Feeding them Make it Where They CAN Be Tamed,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOH_QCNZTaWDBWHVfwu1lZNys18TYEgVqlxLE2fmS6ibgS67c6FnH1dA4ak7cq9mN76Pi7fNNeFHk3B0AvI
gp:AOqpTOHjnlgMZkHMNlxRNkRf-9jaZj0e9n3QYLf7kxIsL_ELQKmkTJHrvVjdUxRVYWGEECLqfALWprZ69TYJ6hc,heba magdy,https://play-lh.googleusercontent.com/a/AATXAJwEpMm9h8v-j2DJ1gVQAmByXRlUGQM-8gtep6LG=mo,1.18.2.03,5,,Cgdgfcv high-tech relation yt? Get a yt? Trying to you but lets use focus t t uyyyyyyyyy yum I am this is the year of the homework as I love you too ygm and class work for you so as not the funny thing is my phone number and the franchise that I now this day it to you tomorrow or not sure what I did this group for asking. I am fine you more more more yummy! I don't use of you want to till me the group administration of you now stuttered to me time in my picture of you want to till me the gr,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOHjnlgMZkHMNlxRNkRf-9jaZj0e9n3QYLf7kxIsL_ELQKmkTJHrvVjdUxRVYWGEECLqfALWprZ69TYJ6hc
gp:AOqpTOHEX7hXeDdZAnqHCzgUU0YV3iH8rUOlavPcgRVYDN1DYz3rioPCUoJZLzt2YkL4eb_tdu0HuyJe25JU2tE,Spider west,https://play-lh.googleusercontent.com/a-/AOh14GiJ2W1lOfwxma8JW-wfeRhcaJu6FSP3M7q0_993og,1.18.2.03,5,,Play for a long time,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOHEX7hXeDdZAnqHCzgUU0YV3iH8rUOlavPcgRVYDN1DYz3rioPCUoJZLzt2YkL4eb_tdu0HuyJe25JU2tE
gp:AOqpTOGY4u0YGPJDmssWLdLPiQdIbB8FKgCect4JMIAPwVGlU2GhH7NZ7KoPgcsWvCxQE6w2KDch3m3JJU9XYas,Gwyn Arvee Deleon Cacabelos,https://play-lh.googleusercontent.com/a-/AOh14GjFjboparPuDEh_BNNUZ6JY2J4sx458FCxalF5g,,5,,Nice app,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOGY4u0YGPJDmssWLdLPiQdIbB8FKgCect4JMIAPwVGlU2GhH7NZ7KoPgcsWvCxQE6w2KDch3m3JJU9XYas
gp:AOqpTOEe_JVH4nmKqxhwCDdHu7Wm2IrZWSymJjPqy1FYeLNHg_epjurxHYgcbaeN1uSOkFjUACqZluVEBOS3r1Q,sandhi,https://play-lh.googleusercontent.com/a/AATXAJzqv_0S1-BC2z2juDBR47vpmZD_n9KILTUEMoN5hg=mo,,5,,Keren,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOEe_JVH4nmKqxhwCDdHu7Wm2IrZWSymJjPqy1FYeLNHg_epjurxHYgcbaeN1uSOkFjUACqZluVEBOS3r1Q
gp:AOqpTOHo_PSz2JQiw-cKT9MGVlfEBMQHjjwE1Ah_SOvgslk76Ea5TVPjHh5A2YeDqsxSOsGAn0X66IjYN4K1-_0,kiara yong,https://play-lh.googleusercontent.com/a-/AOh14GhYEleWyAFL1tK52ck36GhlQjt1wwFtI_fn62AL,1.18.2.03,5,,I love it but not that many skins,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOHo_PSz2JQiw-cKT9MGVlfEBMQHjjwE1Ah_SOvgslk76Ea5TVPjHh5A2YeDqsxSOsGAn0X66IjYN4K1-_0
gp:AOqpTOG7BnY1K-xr6jmZQFD2PJkugRYmMMjS0JfXetOz0i2mpdxR2mde4YsVXCDQxTCDOWOcvulW983nNeJsDAE,Fayyaz Eldacca,https://play-lh.googleusercontent.com/a-/AOh14GhF-c8--o0K1DCMI4Z9BIrGUgInvhedGggpMkctCw,1.18.2.03,3,,"I love Minecraft - I'm an avid Minecraft: Java Edition player. But I also love to disable the mouse acceleration. I've seen some PC games where you can use the raw mouse input, which means you wouldn't get ""enhanced mouse pointer acceleration"" that ruins your aiming. Please, Mojang/Microsoft. Give this version of Minecraft an option to use raw mouse input as my Samsung Galaxy S9 does not seem to have the abbility to disable mouse acceleration. I have to play Minecraft with keyboard and mouse.",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOG7BnY1K-xr6jmZQFD2PJkugRYmMMjS0JfXetOz0i2mpdxR2mde4YsVXCDQxTCDOWOcvulW983nNeJsDAE
gp:AOqpTOEwHRvWmXQvoEz7c2OSpCUyDSSSLdS2gu1tWOO7hFaTf-krN1n3DPbojMCQleiITQ-2IJSu1oK3YB8pWZM,Xirus,https://play-lh.googleusercontent.com/a-/AOh14Ggj2rj1bENUOjJKDrT7NhohWgxtel0cQxo4uYA3,1.18.2.03,1,,Unable to connect to the world.,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOEwHRvWmXQvoEz7c2OSpCUyDSSSLdS2gu1tWOO7hFaTf-krN1n3DPbojMCQleiITQ-2IJSu1oK3YB8pWZM
gp:AOqpTOGIDdsVc1cqmGzGEHXXqWZORP8U5LeIWSMzNFHhzJKLIyAVkIkCcj4KLfcGExi1AJIWic7MY78Kuhl9vDc,Rafidah s,https://play-lh.googleusercontent.com/a/AATXAJxXVx0cykzHcGU2mDtxMidx6CVQKLmSLbDhGCUc=mo,,5,,Is my best game,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOGIDdsVc1cqmGzGEHXXqWZORP8U5LeIWSMzNFHhzJKLIyAVkIkCcj4KLfcGExi1AJIWic7MY78Kuhl9vDc
gp:AOqpTOFlEr127ZoTbI25h7iQrOowYEdpM99hOqTqiFotNapOwCDg5EtespKWy-AGUyrVOHS9JYFcB2LTrAwZU_Q,Jimmy Salame,https://play-lh.googleusercontent.com/a/AATXAJxNvTQf9oqa3rBozvL3lSJPfmIos2IbbBpsOrlv=mo,1.18.2.03,5,,AWSOME,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOFlEr127ZoTbI25h7iQrOowYEdpM99hOqTqiFotNapOwCDg5EtespKWy-AGUyrVOHS9JYFcB2LTrAwZU_Q
gp:AOqpTOFZBWk2XZsxHkDSYsxOxSbgJ4LRcp9DgkO4N-6gGSxsFMmD1UFXSeL2TJk7HEuZHmRvjCOrFGFaptvlOMY,Muqaffa Mauna Kea 2B,https://play-lh.googleusercontent.com/a-/AOh14Gi-Qh2k5vpbZnCQw3Ea0zrpGSK_FA8C5RnkiM4,1.18.2.03,5,,AMAZING!!!!!!!!!!!!,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOFZBWk2XZsxHkDSYsxOxSbgJ4LRcp9DgkO4N-6gGSxsFMmD1UFXSeL2TJk7HEuZHmRvjCOrFGFaptvlOMY
gp:AOqpTOEaih2koNnPy0iVOk1_1tRS3O-30tun2PN1RrrqdSwLRG1GOopVg3fO2cepXlNoUP73DNU6VWPeTdumyI0,Gamingsanju Gamingsanjupro,https://play-lh.googleusercontent.com/a-/AOh14GgpGwhjoMxsY4lMI8UUk3tF227OUI3dPQt-lUUI,1.18.2.03,5,,Best game ever,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOEaih2koNnPy0iVOk1_1tRS3O-30tun2PN1RrrqdSwLRG1GOopVg3fO2cepXlNoUP73DNU6VWPeTdumyI0
gp:AOqpTOFmykJqnFinmBI5JeXEINC2wHS2D52YsSycUOFJFUDtzKIVHHP8vkAxn93Enyti2KJsaeY7BGOOfHmqeRs,DocJen Banc,https://play-lh.googleusercontent.com/a-/AOh14Ggff5DkoGNip_psMwPVxTiVv__IiHVI8_sNnj2yrA,1.18.2.03,5,,"It was great i wish they added new tnt, blocks, and items, and armors, and mobs and texture to all the things",https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOFmykJqnFinmBI5JeXEINC2wHS2D52YsSycUOFJFUDtzKIVHHP8vkAxn93Enyti2KJsaeY7BGOOfHmqeRs
gp:AOqpTOFfBhjjjitzCyRi3LZDa-OEfdPda69WatZSLUqHitflLeL1Mbr9tfmp5OBUxZn7WIDB9gGgJgdMQm1i8tk,andrai dela cruz,https://play-lh.googleusercontent.com/a-/AOh14GiP3M8FElUEpgIDJoFt4TC9YFk8CGt0bG8uEXbK6Q,,5,,BABABOI,https://play.google.com/store/apps/details?id=com.mojang.minecraftpe&reviewId=gp:AOqpTOFfBhjjjitzCyRi3LZDa-OEfdPda69WatZSLUqHitflLeL1Mbr9tfmp5OBUxZn7WIDB9gGgJgdMQm1i8tk
